ID,Text,Score,Sentiment,Time
9095,There was a print on the side,0,Neutral,2026-03-25 20:23:52
9094,"One day, when Jill looked at the car, she noticed something strange",-2,Negative,2026-03-25 20:23:52
9093,"Every morning when Jill woke up, she would go to the toy car to make sure it was still there",3,Positive,2026-03-25 20:23:52
9092,"She loved playing with it, zipping it back and forth",7,Positive,2026-03-25 20:23:52
9091,It was a black car that could zip around the room,0,Neutral,2026-03-25 20:23:52
9090,Once upon a time a little girl named Jill had a very special toy,9,Positive,2026-03-25 20:23:52
9089,"The farmer thanked the creative duck for showing them the pond, and all the animals went home happy",9,Positive,2026-03-25 20:23:52
9088,"They had lots of fun, playing and exploring around the pond, and found lots of yummy bugs and fish",8,Positive,2026-03-25 20:23:52
9087,"â€ So, the farmer and the animals marched over the hill and across the field until they reached the big pond",1,Positive,2026-03-25 20:23:52
9086,Let's go explore this big pond and see what we can find,0,Neutral,2026-03-25 20:23:52
9085,""" The farmer smiled and said, ""That sounds like a wonderful idea",9,Positive,2026-03-25 20:23:52
9084,"The duck replied, ""I'm explaining to the other animals that over the hill, there is a big pond with lots of yummy bugs and fish",5,Positive,2026-03-25 20:23:52
9083,"He went over to the animals, and said, ""What is going on here?""",0,Neutral,2026-03-25 20:23:52
9082,"One of his ducks seemed to be explaining something to the other animals, but he couldn't understand a word of it",0,Neutral,2026-03-25 20:23:52
9081,"One day, the farmer noticed something strange",-2,Negative,2026-03-25 20:23:52
9080,Every day he would go out and take care of the animals,5,Positive,2026-03-25 20:23:52
9079,He loved his farm and the animals who lived there,6,Positive,2026-03-25 20:23:52
9078,"Once upon a time, there was a creative farmer who lived on a farm",4,Positive,2026-03-25 20:23:52
9077,""" The End",0,Neutral,2026-03-25 20:23:52
9076,Now let's put it in a bag until we get home,0,Neutral,2026-03-25 20:23:52
9075,"Lola showed her mom the pastry and said, ""Look what I found!"" Her mother smiled and said, ""It sure looks yummy",8,Positive,2026-03-25 20:23:52
9074,She quickly picked up the other piece of pastry and ran to her mother,0,Neutral,2026-03-25 20:23:52
9073,"Suddenly, Lola heard her mother's voice and she knew it was time to go home",0,Neutral,2026-03-25 20:23:52
9072,It tasted so sweet and delicious,8,Positive,2026-03-25 20:23:52
9071,"Suddenly, the pastry tore in two! Lola gasped in surprise and said, ""I did it!"" She grabbed one of the pastry pieces and took a big bite",3,Positive,2026-03-25 20:23:52
9070,"It was stuck, so she pulled harder and harder",-2,Negative,2026-03-25 20:23:52
9069,"It was covered in purple frosting, and she wanted to try it! Lola ran to the pastry and pulled at the top",2,Positive,2026-03-25 20:23:52
9068,"One day, she was walking in the park when she saw a big pastry",0,Neutral,2026-03-25 20:23:52
9067,She was three years old and she loved purple things,6,Positive,2026-03-25 20:23:51
9066,"Once upon a time, there was a little girl named Lola",0,Neutral,2026-03-25 20:23:51
9065,The End,0,Neutral,2026-03-25 20:23:51
9064,She was so happy and smiled from ear to ear,9,Positive,2026-03-25 20:23:51
9063,Amy's bedroom had never looked so good before,6,Positive,2026-03-25 20:23:51
9062,The painter smiled before he left,5,Positive,2026-03-25 20:23:51
9061,"When the painter was done, she thanked him again and gave him a big hug",7,Positive,2026-03-25 20:23:51
9060,She enjoyed every moment of it,5,Positive,2026-03-25 20:23:51
9059,Amy was especially alert that day when she watched the painter working in her bedroom,4,Positive,2026-03-25 20:23:51
9058,It was as if magic had come to her bedroom,0,Neutral,2026-03-25 20:23:51
9057,She watched as he painted the room,0,Neutral,2026-03-25 20:23:51
9056,â€ Amy was very happy and thanked the painter,10,Positive,2026-03-25 20:23:51
9055,I can make it very special,9,Positive,2026-03-25 20:23:51
9054,"â€ The painter smiled again and said, â€œYes, I can do that for you",5,Positive,2026-03-25 20:23:51
9053,"She was so excited! She asked the painter, â€œCan you help me?â€ The painter smiled at Amy and said, â€œYes, I can! What do you need help with?â€ Amy said, â€œCan you paint my bedroom? It would look so much better",9,Positive,2026-03-25 20:23:51
9052,Amy walked along the street and soon she found a painter,0,Neutral,2026-03-25 20:23:51
9051,She went out of her house and looked everywhere,0,Neutral,2026-03-25 20:23:51
9050,One day she decided to search for a painter who could help her,4,Positive,2026-03-25 20:23:51
9049,She was very alert and always looked for new things to explore,8,Positive,2026-03-25 20:23:51
9048,Once upon a time there lived a little girl named Amy,0,Neutral,2026-03-25 20:23:51
9047,Better not to mess with an original,1,Positive,2026-03-25 20:23:51
9046,She knew that her chalk could never be the same again,0,Neutral,2026-03-25 20:23:51
9045,Lucy felt sad,-5,Negative,2026-03-25 20:23:51
9044,"But, to their surprise, the chalk pieces became smaller and smaller until the chalk disappeared",1,Positive,2026-03-25 20:23:51
9043,"So, they got a knife and started cutting the chalk",-1,Negative,2026-03-25 20:23:51
9042,"But, Mary kept insisting and said, ""C'mon Lucy, let's cut the chalk! It'll be fun!"" Lucy refused but with some convincing from Mary, she agreed to it",7,Positive,2026-03-25 20:23:51
9041,She didn't want anyone to mess with her original chalk,-1,Negative,2026-03-25 20:23:51
9040,Lucy was not happy about this,-10,Negative,2026-03-25 20:23:51
9039,She wanted to cut her chalk in half,-3,Negative,2026-03-25 20:23:51
9038,Lucy said yes but Mary thought of something else to do,2,Positive,2026-03-25 20:23:51
9037,"Suddenly, her friend Mary came over and asked if she wanted to play",7,Positive,2026-03-25 20:23:51
9036,She drew beautiful pictures with it outside her house,6,Positive,2026-03-25 20:23:51
9035,"Once upon a time, a little girl named Lucy was playing with her chalk",2,Positive,2026-03-25 20:23:51
9034,Joe was happy too - he had just had a wonderful realization,8,Positive,2026-03-25 20:23:51
9033,She was glad to see him realize something so special,8,Positive,2026-03-25 20:23:51
9032,"Mum smiled, proud of her little boy",8,Positive,2026-03-25 20:23:51
9031,He had realized that the sky was full of wonderful birds,6,Positive,2026-03-25 20:23:51
9030,"""Joe, don't you realize the sky is filled with so many birds?"" Joe thought for a second, and then his face lit up",0,Neutral,2026-03-25 20:23:51
9029,His mum looked up and smiled,5,Positive,2026-03-25 20:23:51
9028,"""Look, look!"", he said to his mum",0,Neutral,2026-03-25 20:23:51
9027,He was so amazed and pointed at it,6,Positive,2026-03-25 20:23:51
9026,"One day, Joe saw a lovely bird in the sky",6,Positive,2026-03-25 20:23:51
9025,He was always happy and very healthy,10,Positive,2026-03-25 20:23:51
9024,"Once upon a time, there was a little boy named Joe",0,Neutral,2026-03-25 20:23:51
9023,"From that day onward, every time Mary chewed her lunch in the park, she would also play with her silver necklace, and think back to the day when she had first seen it",3,Positive,2026-03-25 20:23:51
9022,""" Mary thanked the woman politely, before heading home with the new silver necklace in her pocket",4,Positive,2026-03-25 20:23:51
9021,"""I saw you admiring it and thought you might like to have it",6,Positive,2026-03-25 20:23:51
9020,"""It's yours,"" the woman said warmly",4,Positive,2026-03-25 20:23:51
9019,Mary was a bit anxious but nodded and smiled,6,Positive,2026-03-25 20:23:51
9018,"""Do you like it?"" she said",4,Positive,2026-03-25 20:23:51
9017,It was an old woman,0,Neutral,2026-03-25 20:23:51
9016,"Just then, a voice called out from behind her",0,Neutral,2026-03-25 20:23:50
9015,She reached out to take it in her tiny hand and felt it's cool metal,7,Positive,2026-03-25 20:23:50
9014,"When she got close, Mary could see that the necklace was suspended from a thin branch",-5,Negative,2026-03-25 20:23:50
9013,"Mary noticed it was near a bush, so she crawled over to take a closer look",0,Neutral,2026-03-25 20:23:50
9012,"Suddenly, something sparkly caught her eye - it was a silver necklace glistening in the sun",0,Neutral,2026-03-25 20:23:50
9011,"She chewed it slowly, looking around",0,Neutral,2026-03-25 20:23:50
9010,"One day, Mary was sitting on the grass in the park, eating a sandwich",0,Neutral,2026-03-25 20:23:50
9009,"In the end, Lizzie drove her car all the way to the end of the country road and the rabbit hopped off into the sunset",0,Neutral,2026-03-25 20:23:50
9008,"But the car managed to keep up, going at a modest speed",0,Neutral,2026-03-25 20:23:50
9007,"The rabbit kept hopping along, faster and faster, until it was a tiny blur on the horizon",0,Neutral,2026-03-25 20:23:50
9006,"She looked at her car and said, â€œOh dear! We need to speed up or weâ€™ll never catch this rabbit!â€ So, Lizzie put her foot down on the pedal and the car began to go faster",4,Positive,2026-03-25 20:23:50
9005,"One day, Lizzie spotted a rabbit hopping along the country road",0,Neutral,2026-03-25 20:23:50
9004,"Every day, its driver, Lizzie, said to the car, â€œLetâ€™s go! Letâ€™s speed!â€ But the car never wanted to go too quickly",0,Neutral,2026-03-25 20:23:50
9003,It drove around the country at a careful speed,2,Positive,2026-03-25 20:23:50
9002,"Once upon a time, there was a modest car",0,Neutral,2026-03-25 20:23:50
9001,That's how Rachel got to wear the perfect coat frame for her special day!,8,Positive,2026-03-25 20:23:50
9000,It was standing up straight and Rachel looked wonderful,7,Positive,2026-03-25 20:23:50
8999,The frame was no longer disturbed,0,Negative,2026-03-25 20:23:50
8998,Rachel smiled in delight,8,Positive,2026-03-25 20:23:50
8997,"""It looks beautiful,"" said her mother",6,Positive,2026-03-25 20:23:50
8996,"Rachel stepped in, and it was a good fit",7,Positive,2026-03-25 20:23:50
8995,""" Her mother carefully adjusted the frame",1,Positive,2026-03-25 20:23:50
8994,"""We can fix it",0,Neutral,2026-03-25 20:23:50
8993,"""Don't worry,"" said her mother",3,Positive,2026-03-25 20:23:50
8992,It was not standing up straight,-8,Negative,2026-03-25 20:23:50
8991,Rachel noticed that the frame was disturbed,-4,Negative,2026-03-25 20:23:50
8990,A little girl named Rachel came to try it on,0,Neutral,2026-03-25 20:23:50
8989,It was fit for a special occasion,6,Positive,2026-03-25 20:23:50
8988,Once upon a time there was a coat frame,0,Neutral,2026-03-25 20:23:50
8987,Now it was time to turn around and run back home,0,Neutral,2026-03-25 20:23:50
8986,"The weight had been too heavy for him, and as he fell, he knew that he had gone much too far",0,Neutral,2026-03-25 20:23:50
8985,"He had been running too fast and too far, with too much weight in his hands",0,Neutral,2026-03-25 20:23:50
8984,"Then, all of a sudden, the boy felt himself trip! He had been so careless, he couldnâ€™t keep his footing",-5,Negative,2026-03-25 20:23:50
8983,"He kept on running, ever faster and ever further",0,Neutral,2026-03-25 20:23:50
8982,"The weight grew heavier and heavier, but the boy never thought about it",0,Neutral,2026-03-25 20:23:50
8981,"He ran for hours and hours, never stopping for a rest",1,Positive,2026-03-25 20:23:50
8980,"He held on tightly and ran with it, as if it were nothing",0,Neutral,2026-03-25 20:23:50
8979,"It was big and heavy, but the boy didnâ€™t mind",0,Neutral,2026-03-25 20:23:50
8978,"He was so fast that he seemed to float rather than run! One day, his mommy gave him a weight to carry",0,Neutral,2026-03-25 20:23:50
8977,Every day he ran faster and faster,0,Neutral,2026-03-25 20:23:50
8976,Once there was a boy who liked to run,4,Positive,2026-03-25 20:23:50
8975,But secretly she still hoped one day she could show off her own wealth too!,8,Positive,2026-03-25 20:23:50
8974,"You don't need money to have fun!"" So Lucy put away her dreams of being wealthy and went back to playing with her toys",9,Positive,2026-03-25 20:23:50
8973,"He said, ""It's just playing pretend",1,Positive,2026-03-25 20:23:50
8972,But then her dad said something that made her sad,-6,Negative,2026-03-25 20:23:50
8971,She wanted to show off her wealth like the man,7,Positive,2026-03-25 20:23:50
8970,She wished she had money too,0,Neutral,2026-03-25 20:23:50
8969,""" This made little Lucy excited",3,Positive,2026-03-25 20:23:50
8968,"She wondered why and asked her dad, ""What's he pointing at?"" Her dad laughed and smiled, ""That man is showing off his money! He's wealthy and he wants everyone to know",8,Positive,2026-03-25 20:23:50
8967,She then noticed one wealthy man pointing to his toes,4,Positive,2026-03-25 20:23:50
8966,"Lucy listened carefully, but the words were all strange to her",-2,Negative,2026-03-25 20:23:50
8965,They were all wealthy people and were talking about something strange,2,Positive,2026-03-25 20:23:50
8964,She was outside with her parents and there were a lot of people around,0,Neutral,2026-03-25 20:23:50
8963,"She loved to play with her toys, but today was different",5,Positive,2026-03-25 20:23:50
8962,Once there was a little girl named Lucy,0,Neutral,2026-03-25 20:23:50
8961,It was a special moment,4,Positive,2026-03-25 20:23:50
8960,Andy was a bit sad but quickly remembered he still got to touch the white rabbit,-3,Negative,2026-03-25 20:23:50
8959,"But then, the rabbit hopped away",0,Neutral,2026-03-25 20:23:50
8958,"He threw the stones at the spiders and they ran away! He was so happy, he could touch the rabbit now",7,Positive,2026-03-25 20:23:50
8957,He quietly reached inside his pocket and found some small stones,1,Positive,2026-03-25 20:23:50
8956,"He had never seen anything like this before, and he was scared! He stepped back and thought of a plan",-6,Negative,2026-03-25 20:23:50
8955,There were two green spiders crawling on the rabbit,0,Neutral,2026-03-25 20:23:50
8954,"He walked over to the rabbit and reached out his hand, but he stopped just before he touched it",0,Negative,2026-03-25 20:23:50
8953,He saw a white rabbit in the grass and wanted to touch it,0,Neutral,2026-03-25 20:23:50
8952,"One summer morning, a little boy named Andy was walking around outside",0,Neutral,2026-03-25 20:23:50
8951,"He smiled, this was something special!",7,Positive,2026-03-25 20:23:50
8950,"Suddenly he heard a noise, it was high and loud! He looked up and saw a beautiful rainbow",6,Positive,2026-03-25 20:23:50
8949,Tom kept playing with his magnet,2,Positive,2026-03-25 20:23:50
8948,He picked them up and put them in his pocket,0,Neutral,2026-03-25 20:23:50
8947,He soon noticed that the magnet was attracting some pieces of metal on the ground,5,Positive,2026-03-25 20:23:50
8946,Tom looked around and tried to find something with his magnet,0,Neutral,2026-03-25 20:23:50
8945,Tom found something surprising: a magnet! He was excited and picked it up,5,Positive,2026-03-25 20:23:50
8944,It was sunny and warm outside so the snow began to melt,6,Positive,2026-03-25 20:23:50
8943,"Tom wanted to see something special, so he went to a high mountain",4,Positive,2026-03-25 20:23:50
8942,Once there was a boy named Tom,0,Neutral,2026-03-25 20:23:50
8941,It was cold but still so much fun!,7,Positive,2026-03-25 20:23:50
8940,So the little girl spent the day playing with the snow until the sack was empty,0,Neutral,2026-03-25 20:23:50
8939,"The little girl wanted to play with the snow all day, and her mom said she could do just that",3,Positive,2026-03-25 20:23:50
8938,They took the sack home and put it near the fireplace,0,Neutral,2026-03-25 20:23:50
8937,"The little girl was so excited that she twirled around and around, making a mini snow storm",5,Positive,2026-03-25 20:23:50
8936,""" So they went outside and gathered up the snow in a sack",0,Neutral,2026-03-25 20:23:50
8935,"She quickly ran to her mom and said, ""Mommy, there's snow outside! Can we go play?"" Her mom chuckled and said, ""Yes, but we have to grab a sack first",5,Positive,2026-03-25 20:23:50
8934,The little girl gasped,0,Neutral,2026-03-25 20:23:50
8933,She looked down and saw the ground was covered in snow,0,Neutral,2026-03-25 20:23:50
8932,"But then, to her surprise, she felt something cold",4,Positive,2026-03-25 20:23:50
8931,"She ran so fast she got dizzy, then fell to the ground",-2,Negative,2026-03-25 20:23:50
8930,The little girl excitedly started to run around,5,Positive,2026-03-25 20:23:50
8929,"One day, the sun was shining so brightly and everything was so warm",7,Positive,2026-03-25 20:23:50
8928,She loved going outside to play in the sun,7,Positive,2026-03-25 20:23:50
8927,"Once upon a time, there lived a little girl",0,Neutral,2026-03-25 20:23:50
8926,"The warrior thanked the bird for showing them the way and sailed away, never to forget the bird's kindness",8,Positive,2026-03-25 20:23:50
8925,The breeze was gentle and the warrior felt comfortable once again,7,Positive,2026-03-25 20:23:50
8924,The bird showed the warrior how to make the boat sail faster and soon the warrior was on their way,0,Neutral,2026-03-25 20:23:50
8923,"The warrior smiled and asked the bird, â€œDo you know a faster way to sail?â€ The bird replied, â€œOf course! Follow me, I'll show you!â€ The warrior quickly hopped on the boat and followed the bird",2,Positive,2026-03-25 20:23:50
8922,It was then that a friendly bird flew over,5,Positive,2026-03-25 20:23:50
8921,"In their hurry to get back, the warrior called out, â€œQuick! Quick!â€",0,Neutral,2026-03-25 20:23:50
8920,"But it was uncomfortable, so the warrior decided to go back to the boat",-5,Negative,2026-03-25 20:23:50
8919,The warrior was curious so they jumped off the boat and started to explore,3,Positive,2026-03-25 20:23:50
8918,"They sailed around for hours and hours, eventually coming to a new land",0,Neutral,2026-03-25 20:23:50
8917,One day the warrior sailed away to explore the world on a small boat,0,Neutral,2026-03-25 20:23:50
8916,Once upon a time there was a brave warrior who lived far away in the forest,5,Positive,2026-03-25 20:23:50
8915,Lucy waved goodbye to the flame and continued with her adventures,3,Positive,2026-03-25 20:23:50
8914,"She felt happy, free and no longer sad",8,Positive,2026-03-25 20:23:50
8913,"Please let me fly away!"" The flame permitted Lucy to spread her arms and fly away into the night",3,Positive,2026-03-25 20:23:50
8912,""" Lucy smiled and said, ""I will certainly take care of them",8,Positive,2026-03-25 20:23:50
8911,"Lucy asked the flame, ""Can you let me fly away so I can be happy again?"" The flame answered, ""Yes, I can permit you to fly away but first you must promise to take care of your family",9,Positive,2026-03-25 20:23:50
8910,"She was scared at first, but then she saw that the flame was made of magic",-2,Negative,2026-03-25 20:23:50
8909,"Then, a bright flame appeared in the sky",4,Positive,2026-03-25 20:23:50
8908,She wanted to fly away so she could be happy but she was too young,3,Positive,2026-03-25 20:23:50
8907,"One day, Lucy was feeling very sad",0,Negative,2026-03-25 20:23:50
8906,"Once upon a time, there lived a little girl called Lucy",0,Neutral,2026-03-25 20:23:50
8905,The end,0,Neutral,2026-03-25 20:23:50
8904,He kept a smile on his face and continued exploring the snow,4,Positive,2026-03-25 20:23:50
8903,"The lively reindeer was much more cautious and kept a safe distance from the deep, icy hole",6,Positive,2026-03-25 20:23:50
8902,He thanked his mother for her warning and promised to be more careful from then on,6,Positive,2026-03-25 20:23:50
8901,"She warned him to stay away from the hole and said, ""Don't go too close! The ice is too cold for a reindeer like you!"" The young reindeer listened carefully and promised to stay away from the deep and chilly hole",5,Positive,2026-03-25 20:23:50
8900,"Just then, his mother noticed what was happening and called out to him",0,Neutral,2026-03-25 20:23:49
8899,He went over to have a look and noticed it was full of ice,0,Neutral,2026-03-25 20:23:49
8898,"But suddenly he noticed something he hadn't seen before - a big, deep hole in the snow",0,Neutral,2026-03-25 20:23:49
8897,"So off he went, exploring the snow and having fun",5,Positive,2026-03-25 20:23:49
8896,"He was always so excited about the snow and he loved playing out in the cold! One day, he decided to go off into the snow and explore",8,Positive,2026-03-25 20:23:49
8895,"Once upon a time, there lived a lively young reindeer in the North pole",4,Positive,2026-03-25 20:23:49
8894,"And with that, Nora went home and went to bed, dreaming of all the wonderful things nature had to offer",6,Positive,2026-03-25 20:23:49
8893,She thanked nature for this amazing day and kissed her hand and blew it towards the sky,9,Positive,2026-03-25 20:23:49
8892,Nora kept playing until the sun started to go down,2,Positive,2026-03-25 20:23:49
8891,"It was so gorgeous, like a picture from a fairy tale",8,Positive,2026-03-25 20:23:49
8890,"Nora smiled and looked out into the meadow, taking in all the whiteness and beauty of nature",8,Positive,2026-03-25 20:23:49
8889,"The bunny was very happy, so it hopped off into the meadow and found it's family",10,Positive,2026-03-25 20:23:49
8888,"Nora was so happy, so she bent down and kissed the bunny on its nose",8,Positive,2026-03-25 20:23:49
8887,The bunny hopped closer and closer until it was right beside her,0,Neutral,2026-03-25 20:23:49
8886,"She giggled and smiled, and she softly called the bunny over to her",7,Positive,2026-03-25 20:23:49
8885,Then Nora saw a small bunny hopping in the grass,0,Neutral,2026-03-25 20:23:49
8884,"She smelled it, and it was so sweet",6,Positive,2026-03-25 20:23:49
8883,"She went to a meadow filled with white flowers, and she picked one that was the prettiest",6,Positive,2026-03-25 20:23:49
8882,"Once upon a time, a little girl named Nora wanted to explore nature",0,Neutral,2026-03-25 20:23:49
8881,It was an amazing visit!,6,Positive,2026-03-25 20:23:49
8880,Little Bear was so happy,7,Positive,2026-03-25 20:23:49
8879,""" So Little Bear and Mommy made music together with the radio",0,Neutral,2026-03-25 20:23:49
8878,Let's try it together,0,Neutral,2026-03-25 20:23:49
8877,"Little Bear said, ""Can I make music with it too?"" Mommy said, ""Yes, Little Bear, you can make your own music too",4,Positive,2026-03-25 20:23:49
8876,"When Little Bear asked his Mommy about it, she said it was called a radio and that it played music",3,Positive,2026-03-25 20:23:49
8875,It made Little Bear smile,3,Positive,2026-03-25 20:23:49
8874,It came from something his Mommy called a radio,0,Neutral,2026-03-25 20:23:49
8873,"As they walked around, Little Bear heard some music",0,Neutral,2026-03-25 20:23:49
8872,It was an icy place with lots of snow,0,Neutral,2026-03-25 20:23:49
8871,She took him to a place he had never seen before,0,Neutral,2026-03-25 20:23:49
8870,"One day, Little Bear and his Mommy went for a visit",0,Neutral,2026-03-25 20:23:49
8869,They went home feeling happy and excited,8,Positive,2026-03-25 20:23:49
8868,The two friends laughed and played together until they were tired,7,Positive,2026-03-25 20:23:49
8867,The clumsy one ran clumsily and the other one ran quicker and caught more bugs,0,Neutral,2026-03-25 20:23:49
8866,"They ran around the yard, chasing the bugs and having lots of fun",5,Positive,2026-03-25 20:23:49
8865,"First, they would catch a bug and then after, they would play hide and seek in the yard",2,Positive,2026-03-25 20:23:49
8864,They decided to play both games,3,Positive,2026-03-25 20:23:49
8863,"â€œNo, letâ€™s catch a bug!â€ Then, the two friends had an idea",5,Positive,2026-03-25 20:23:49
8862,â€ The clumsy one disagreed,-3,Negative,2026-03-25 20:23:49
8861,Letâ€™s play hide and seek instead,2,Positive,2026-03-25 20:23:49
8860,"The clumsy friend said, â€œWhy donâ€™t you want to catch a bug?â€ The other friend said, â€œBugs can be scary",5,Positive,2026-03-25 20:23:49
8859,"The clumsy one said, â€œLetâ€™s catch a bug!â€ But the other one disagreed",-4,Negative,2026-03-25 20:23:49
8858,One was clumsy and the other wasn't,0,Neutral,2026-03-25 20:23:49
8857,"Once, there were two friends who were playing in the yard",6,Positive,2026-03-25 20:23:49
8856,The end,0,Neutral,2026-03-25 20:23:49
8855,He realized he would never see it again,0,Neutral,2026-03-25 20:23:49
8854,"â€ Jimmy sadly said goodbye to his new friend, and watched as the mouse ran away",1,Positive,2026-03-25 20:23:49
8853,"Poor thing, let it go",-5,Negative,2026-03-25 20:23:49
8852,"Jimmy shouted, â€œMom, look, I made a new friend, a mouse!â€ But to Jimmyâ€™s surprise, his mom said, â€œOh no, we canâ€™t keep it",0,Negative,2026-03-25 20:23:49
8851,She had come to take him home,0,Neutral,2026-03-25 20:23:49
8850,It was Jimmyâ€™s mom,0,Neutral,2026-03-25 20:23:49
8849,"Jimmy exclaimed, â€œWow, that mouse is so flexible! Maybe it wants to be my friend!â€ The mouse gave him a little surprise, by hopping right up on his shoulder! Jimmy was overjoyed and thought to himself, â€œNow I have a new best friend!â€ Jimmy and the mouse were having so much fun running around the park together, but then suddenly they heard someone coming towards them",8,Positive,2026-03-25 20:23:49
8848,He was excited to see it and noticed how flexible the little mouse was,5,Positive,2026-03-25 20:23:49
8847,"As he ran around, he came across a mouse",0,Neutral,2026-03-25 20:23:49
8846,It was a sunny day and Jimmy was out playing in the park,6,Positive,2026-03-25 20:23:49
8845,The end,0,Neutral,2026-03-25 20:23:49
